image_source,image_label,cluster,pc1,pc2,pc3,combined_vector
01_202034023.vsi - 20x_001 (3),Lymphocytes,1,-0.13688689720896924,4.002396182529068,-0.13688689720896924,"[ 0.20379609  0.18651421  0.39770378 -0.96343275  1.24571559  0.28865055
  0.18064259 -0.34677369  0.03401506  0.14683838 -0.10377912  2.43296996
  1.9132191   2.44625021  1.93874537  0.31739318  0.08878144 -1.21237303
 -0.18921327 -0.67139531  0.21544516  0.03234222  0.10263962 -2.24137627
 -0.64459446 -0.15841179 -0.9514875  -0.71473512 -0.42620822  0.9141723
 -0.72895094 -0.4507039   0.18164695  0.02186461]"
01_202034023.vsi - 20x_002,Lymphocytes,1,-0.43362133144526227,3.8979737149445395,-0.43362133144526227,"[ 0.25184025  0.12082928  0.70779001  0.2442623   1.20658857  0.19869706
  0.2165777   0.02073718  0.55610397 -0.16163032 -0.21772072  2.41109361
  2.26110596  1.80574669  1.84913759  0.18721574  0.33402961 -0.12659699
 -0.27125589 -0.50106396  0.00780135 -0.02712477 -0.82524057  0.57948161
  0.03889793  1.92741474 -1.26896944 -1.46774984  1.06755964  0.29079477
  0.15964717  0.31873587 -0.93815753 -0.75604426]"
01_202034023.vsi - 20x_002 (2),Lymphocytes,1,-2.000222774188485,4.655868431122596,-2.000222774188485,"[-0.41423167 -0.32314362 -0.28448592  0.2442623   1.22223938 -0.49025682
 -0.28750884  0.41368952  0.52662514 -0.56497758  0.65143959  2.99907956
  2.38734632  2.9424755   2.24155982  0.76152796  0.7199414   0.16340332
 -0.39933133 -0.57577539 -0.42899022 -0.34408903  0.28306813 -0.32100171
  0.44789347  1.03140918  0.98621063 -0.34531166  0.24330051 -0.95774765
 -0.41735954  0.1955858   1.26911389 -1.43449735]"
01_202034023.vsi - 20x_002 (3),Lymphocytes,1,-1.304378498080564,3.896589896122047,-1.304378498080564,"[-0.80540826 -0.4594929  -0.96667562 -0.35958523 -0.96104809 -0.35620695
 -0.13105886 -0.452405    0.75921388  0.87985926 -1.09218396  1.97643906
  2.27458202  1.85733413  1.35043567  0.33270817  0.20414095 -0.17106394
 -0.2366718  -0.39818889 -0.44023618 -0.44074995  0.10519096 -1.33925109
 -0.81433785  0.62346764 -1.95631055 -1.24270585  0.32423431  0.36465853
 -0.09313874  0.45884638  1.13354742 -0.27745718]"
01_202034023.vsi - 20x_003,Lymphocytes,1,-0.32656615120390853,2.665547604015528,-0.32656615120390853,"[ 0.08074643  0.05854065  0.36669516 -0.35958523  0.21276238  0.24361733
  0.25293006 -0.32719666  0.02048241  0.18940618 -0.6170549   2.18170811
  1.14205179  1.19165624  0.96318815  0.37099565  0.29234009 -0.58506231
 -0.21279024 -0.53785973  0.11810595  0.13296587 -0.98344662  0.22995948
  1.1104729   1.09926864 -0.96107458 -0.93589932  1.05076268 -0.53375226
 -0.34229642  0.03219325 -0.51825317 -0.26069337]"
01_202034023.vsi - 20x_003 (2),Lymphocytes,1,-1.5050048527304918,2.9365160825214986,-1.5050048527304918,"[-0.78744908 -0.07123239 -0.96667562  0.2442623   1.2691918  -0.76886614
  0.06259526  0.36656798 -0.15402735 -0.32710989 -0.21661737  2.25630513
  0.94689469  1.30867597  0.70320715  0.95296536  0.89670478 -0.26784475
 -0.48075529 -0.43837197 -0.35124007  0.46530702 -0.3237787  -0.369018
  0.42442898  0.92005024 -0.94272904 -2.20725384 -0.72732732  0.32100564
 -0.35740029  0.35422679 -0.91590568 -2.16252361]"
01_202034023.vsi - 20x_003 (3),Lymphocytes,1,-0.16724089272319084,3.683963867309723,-0.16724089272319084,"[ 0.07027876 -0.19264164  0.45972102  0.84810982  0.00930189  0.25990033
 -0.03261078 -0.34141421  0.63744309  0.46896852 -0.93327583  1.85407997
  2.38622315  2.12498465  2.38151705 -0.06548164 -0.29110061 -0.90361741
 -0.03025198 -0.42993983  0.01186246 -0.35128707 -0.01156339 -0.22678313
  0.40903074  0.6626826  -0.07703246 -1.60870017  1.86218831 -1.07411993
 -0.96062163 -0.17280574  0.05962841 -1.5837405 ]"
01_202034023.vsi - 20x_004,Lymphocytes,1,-2.5695820017146405,3.297889397280908,-2.5695820017146405,"[-0.7302815  -0.40946124 -0.78062388 -0.35958523  0.43969907 -0.76039819
 -0.33365912  0.46132777 -0.35768423 -0.39113233  0.50502439  2.59200051
  1.36539621  1.80413099  0.96141207  1.21332023  1.13142801 -0.17459505
 -0.54134183 -0.6922086  -0.46895303 -0.21003929 -0.81876494  0.90706646
  0.19674169  0.52083769 -0.03134348 -1.69400664  0.90129236  0.96284981
  1.05758309 -0.01633298  0.98003595 -0.94293578]"
01_202034023.vsi - 20x_004 (2),Lymphocytes,1,-1.3048064791965295,2.519376446708889,-1.3048064791965295,"[-0.22874683 -0.25420377 -0.22246867  0.2442623   0.10320673 -0.1040651
 -0.16220287 -0.13204964  0.45995157  0.18502311  0.34896892  1.85995717
  1.12155534  1.43755161  0.89017455  0.51648808  0.37842753  0.08918071
 -0.23845604 -0.48937563 -0.16790943 -0.24875159 -1.48514142  1.09574721
  0.43123113  0.11064277 -0.54329789 -0.267893    1.02083956  0.16065892
 -0.03463916 -0.21955358  1.38019011 -0.63526676]"
01_202034023.vsi - 20x_005,Lymphocytes,1,0.1310350406928387,2.260635571808362,0.1310350406928387,"[-0.09201705  0.00940381  0.02560031 -0.35958523  0.56490552  0.13849958
  0.19549774 -0.37251077  0.88513818  0.61022822 -0.53875423  0.8845177
  0.92507598  0.57858716  0.66819723  0.70792548  0.46640582 -0.837292
 -0.33736069 -0.76028049  0.09939595  0.17386468  0.37673722 -1.06980533
  0.94628587  1.05969416 -0.1072097  -2.13605642 -0.21523631  0.28192876
  0.18396825 -0.86669144 -0.56928376 -1.82021891]"
01_202034023.vsi - 20x_006,Lymphocytes,1,-2.4961440573921134,4.439446132602656,-2.4961440573921134,"[-0.61184545 -0.46705722 -0.16045143 -0.96343275 -0.63238116 -0.5598769
 -0.44258944  0.21179635  0.22969857 -0.17960883  0.37087815  2.8118368
  2.03651233  2.27386821  1.76444735  0.75387046  0.6205607   0.12789851
 -0.40851559 -0.57048207 -0.45254239 -0.46952103 -0.58278237  0.24525828
 -0.00559732  1.28005056 -1.31121328 -2.35409567  1.60683668 -0.43808031
 -0.28451732 -1.13179447 -0.4348636  -2.24488586]"
01_202034023.vsi - 20x_007,Lymphocytes,1,-1.058619146901866,3.063018208705453,-1.058619146901866,"[-0.46959007 -0.5702247   0.02560031  0.2442623  -0.76541302 -0.1495836
 -0.34494384 -0.29574318  0.27517367  0.95313963 -1.70526474  1.81745172
  1.9312464   1.99216715  2.04495277  0.29442069  0.06595204 -1.41972992
 -0.16487075 -0.63843509 -0.50745098 -0.63307682 -0.26014647 -0.70580254
  0.39748516 -0.58598082  0.38581319 -1.92710168 -1.55989359  1.2446187
  0.26748783 -0.78132168 -0.54618135 -1.87979941]"
01_202034023.vsi - 20x_008,Lymphocytes,1,-1.5163371029338881,2.7194772096620237,-1.5163371029338881,"[-0.78535971 -0.57874509 -0.5325549   0.2442623  -0.58542874 -0.46220705
 -0.35269487 -0.17891544  0.60433475  0.46534995  0.20648416  1.62681532
  1.52526579  1.26485011  1.19101629  0.64666551  0.46033448 -0.82603772
 -0.32691118 -0.73721098 -0.53938894 -0.55617274  0.2462526  -0.1308406
 -0.11795596  1.55842086  0.52564759 -0.38717646  0.55006178 -0.09610749
 -0.07417792  0.07516125  0.39817408 -0.88969562]"
01_202034023.vsi - 20x_009,Lymphocytes,1,-0.9348503604792197,3.7435637657845997,-0.9348503604792197,"[-0.40327221 -0.18685665 -0.28448592  0.2442623   0.43187366 -0.20409438
 -0.09204088 -0.20201672  0.30291163  0.6325704  -0.71499988  2.15460335
  1.80965644  2.28107718  1.68093771  0.55477556  0.31762653 -0.66542318
 -0.22870198 -0.72278786 -0.24915452 -0.05017816 -0.46878202 -0.09425967
  0.10102915  1.16686443 -0.51329838 -1.43845699 -0.5190429   0.59184051
 -0.23337065 -0.02878569 -0.35903645 -0.65160463]"
01_202034023.vsi - 20x_010,Lymphocytes,1,-0.7194969787986848,2.5528089346404426,-0.7194969787986848,"[-0.33914757 -0.21057388 -0.16045143  0.2442623  -0.03765052 -0.10036145
 -0.05567226 -0.27347382  0.13564846  0.28658636 -0.45763068  1.88874137
  1.1826616   1.23135546  0.83661082  0.33270817  0.16115952 -0.48617836
 -0.20770788 -0.57404539 -0.10792914 -0.09341764 -0.5838822   0.8751822
  1.02222527  1.51806635  0.03137868 -1.64605515  1.39663409 -0.27809253
 -0.58826393  0.06131695  0.02588819 -1.54547958]"
01_202034023.vsi - 20x_011,Lymphocytes,1,-3.4702538955780255,3.869914528018828,-3.4702538955780255,"[-1.10717262 -0.70835909 -1.12171873  0.2442623  -0.62455576 -1.08572013
 -0.62536834  0.5601418  -0.10246184 -0.18267471 -0.07111548  2.80147337
  1.79588581  2.23414951  1.56497887  1.44304512  1.27872241 -0.24229439
 -0.63030682 -0.93272758 -0.71255507 -0.5228627  -0.60668745 -0.37704573
 -0.25986269  0.87302962 -0.18003149 -0.27127299  0.15751745 -0.42861245
 -0.42339072 -0.66680514  0.52537117 -0.57414228]"
01_202034023.vsi - 20x_012,Lymphocytes,1,-1.299544261210483,2.8218352220501544,-1.299544261210483,"[-0.5077764  -0.31797291 -0.5325549  -0.96343275 -0.32719044 -0.28672186
 -0.08360362 -0.15537405  0.45868554  0.00550492  0.54953387  1.42733954
  1.63605146  1.17364756  1.30923284  0.75387046  0.48161674 -1.21980304
 -0.33567359 -0.79221619 -0.20902547 -0.35663436 -0.49866303  0.53639139
 -0.21562363  0.68050867  0.31522762 -1.08914637  0.29865541  0.28536213
  1.10348274  0.01997084 -0.28016886 -0.27156111]"
01_202034443.vsi - 20x_001,Lymphocytes,1,-3.404932587839055,1.985302438770645,-3.404932587839055,"[-1.60042514 -1.1618493  -1.40079633 -0.96343275 -1.07842914 -1.51347401
 -1.00501397  0.68740858 -0.60495608  0.14079714 -0.54950433  0.99519296
  1.33295853  1.10107519  1.5265405   0.11064078  0.17692787  0.13504741
 -0.19885704 -0.35010347 -1.19202148 -1.0868415  -0.48962592 -1.0597526
  1.62267914  2.02438455 -0.87656975 -0.09583982 -1.44440727 -1.52170449
 -2.21993488 -0.86345661 -1.18154652  0.86680858]"
01_202034443.vsi - 20x_002,Lymphocytes,1,0.06264331931703965,0.4214238826719618,0.06264331931703965,"[-1.06978919 -0.3906172  -1.2147446   0.84810982  1.16746156 -0.59400929
 -0.07587087 -0.38001495 -0.27820112  1.1496223  -0.91025086  0.04820812
  0.34100042  0.4582306   0.75502039 -0.60916387 -0.65781017 -0.82600786
  0.25239588 -0.13419682 -0.77893683 -0.33065639 -0.12280877  0.00690571
  2.53820097  0.03721219  1.69450097 -0.955695   -0.79270388 -0.70807865
 -1.37153952  0.48626255 -0.67624367 -0.9515458 ]"
01_202034443.vsi - 20x_003,Lymphocytes,1,-1.064757202728587,0.5020113347425623,-1.064757202728587,"[-0.76308578 -0.51914912 -0.71860663 -0.35958523 -0.80454003 -0.49141627
 -0.22217093 -0.07268983 -0.32081627  0.47347977 -0.2993954   0.42562732
  0.36575524  0.51204504  0.309973   -0.05782414 -0.26994294 -1.13398421
 -0.02683846 -0.4170469  -0.62236051 -0.42667117 -0.36690397  0.2286355
  2.33081605  1.26050009  0.04922816 -1.73285782 -0.32411061 -1.05587699
  0.34325507  0.6441913  -1.1506789   0.58444634]"
01_202035555.vsi - 20x_001,Lymphocytes,1,-3.918636197904942,4.5054260725572925,-3.918636197904942,"[-1.55659009 -0.47248998 -1.89693429 -0.35958523  0.5179531  -1.51174501
 -0.31418241  0.65571645  0.26101593 -0.62656266  1.21446463  3.88433031
  1.16381282  2.02841546  0.84314005  1.95609737  2.02979385  0.93652454
 -0.79688862 -0.81542361 -0.8167809   0.00478296 -1.13543275  0.70430267
 -0.38119029  1.1295917  -0.91461351  0.73739817  1.47723188  0.29634576
 -0.13720941 -0.15141772  0.61446266  0.38518602]"
01_202035555.vsi - 20x_002,Lymphocytes,1,-5.61536473679094,5.339792020733611,-5.61536473679094,"[-0.87692144 -0.95448973 -0.47053765  0.2442623  -0.31153963 -1.2000195
 -0.97996491  1.35633404 -0.45199008 -1.47457609  1.1173653   4.37454513
  2.53726091  3.44414981  2.42601934  2.23176723  2.27332981  0.98425272
 -0.8340497  -0.9894599  -0.97945142 -0.8877011  -1.52521018  0.26306075
 -0.88565464 -0.50916198 -1.37485664 -0.39053983  1.22468429 -0.28516854
 -0.01669912 -0.18805126 -0.6405233  -0.08138749]"
01_202035555.vsi - 20x_003,Lymphocytes,1,-6.683015795148351,5.209780006196237,-6.683015795148351,"[-1.40439318 -1.06971311 -1.15272735 -0.96343275 -0.64803197 -1.70411541
 -1.14263341  1.57248796 -0.71575128 -2.09544672  1.98862265  4.06191584
  1.9015023   3.10766793  2.59598889  2.60698455  2.71331543  1.54362181
 -0.94452601 -0.90142457 -1.2294842  -0.83465265 -1.51715346  0.53820982
 -0.81702079 -0.39972208 -1.33695783 -0.01633594  1.11962239 -0.379932
 -0.32703836 -0.38554974 -0.13639598  0.42501226]"
01_202035555.vsi - 20x_004,Lymphocytes,1,-1.1822524869112263,2.8647962807444345,-1.1822524869112263,"[-0.53542744 -0.72493646 -0.22246867  0.84810982 -1.53230252 -0.2447422
 -0.30191529 -0.05138561  1.75861313  0.4330351   0.32225198  1.29403819
  3.06889056  1.37149344  2.201495   -0.76997129 -0.59349212  0.97314195
  0.22214941  0.41453708 -0.65079293 -0.87198681  1.14899353 -1.5873159
  0.81468705 -0.71248554 -0.83797825  1.37781552  1.89400658  0.06346518
  0.94282955 -1.58858294  3.5766837   0.48356117]"
01_202035555.vsi - 20x_005,Lymphocytes,1,-3.3320993564757155,4.693845950656669,-3.3320993564757155,"[-1.17927389 -0.81295563 -1.09071011 -0.35958523 -1.08625454 -0.95810768
 -0.30481487  0.37107847  1.77168756  0.15554769  0.73305467  2.93711746
  2.16685764  2.47672286  1.65097638  1.13674527  1.23440764  1.07390763
 -0.58160721 -0.69111024 -0.90302371 -0.7254123   0.07028551 -0.9642747
  1.20883619  0.70245942  0.06979722 -0.62734168 -0.0117591  -0.01136272
 -0.69263556 -1.29170222  1.02898058 -0.7867275 ]"
01_202035555.vsi - 20x_006,Lymphocytes,1,-3.9562988869625433,5.3412662235809245,-3.9562988869625433,"[-1.18479617 -0.88723598 -1.02869286 -1.56728028 -1.06277834 -1.13712081
 -0.60126722  0.68754575  1.31462617 -0.30869716  0.26374022  2.95848565
  2.6348016   2.32823075  2.49262018  1.25926521  1.30061983  1.53693975
 -0.61974676 -0.73890678 -0.95980353 -0.84747024 -0.43409765 -1.22862818
 -0.43245648 -0.32687857 -0.38809129  0.11442291  0.65323204 -0.39196273
 -1.54061197 -0.71137084  1.80428212 -0.99135012]"
01_202035555.vsi - 20x_007,Lymphocytes,1,-3.9389610071955414,5.73521113942124,-3.9389610071955414,"[-1.09715879 -0.89598368 -0.84264113  0.2442623  -0.96104809 -1.08118564
 -0.68720178  0.71788259  1.05953045 -0.3352823   0.43602288  3.62171362
  3.16380085  3.2538571   3.0188799   1.24395022  1.13950576  0.35942567
 -0.59116538 -0.75193438 -0.89097492 -0.73579982 -0.47232306 -0.65214562
 -0.49768566  0.41657462 -0.18182315  0.03873835  1.31487171 -1.73452391
 -1.49321837  0.44423453  0.84136174  0.19439374]"
01_202035555.vsi - 20x_008,Lymphocytes,1,-3.668952227944992,3.866906018484486,-3.668952227944992,"[-1.34557453 -1.04880216 -1.02869286  0.2442623  -0.74193681 -1.17434625
 -0.8300761   0.43854195  0.13080733  0.6170901  -1.45024426  2.75398844
  1.52627409  1.88754051  1.01918968  1.57322256  1.63871837  0.79317679
 -0.68860458 -0.81089978 -1.14202899 -0.95304778 -0.98327953  0.77219253
  0.23785414  1.13625814 -0.89066383 -0.28915141  1.40888543  0.60551155
 -0.67200109 -0.86283429  1.1880974  -1.84503264]"
01_202036958.vsi - 20x_001,Lymphocytes,1,-7.402808607555396,3.4229013197950557,-7.402808607555396,"[-1.79170039e+00 -1.47466323e+00 -1.33877909e+00  2.44262298e-01
 -1.93922349e+00 -2.15907403e+00 -1.72078191e+00  1.94345970e+00
 -2.16154790e+00 -1.82274568e+00  1.18094269e+00  2.64997703e+00
  2.75076416e+00  2.50627404e+00  2.47187220e+00  2.16284977e+00
  2.15622692e+00  7.29123043e-01 -8.48292423e-01 -1.02465705e+00
 -1.50807286e+00 -1.33387000e+00 -1.61603892e+00  1.96248029e-01
 -1.25347305e+00 -3.12535555e-02 -5.22388842e-01  1.02113105e+00
  1.56133855e-03 -2.31783526e-01  6.79002901e-02 -1.13700511e+00
 -3.37752718e-01  1.49283252e+00]"
01_202036958.vsi - 20x_002,Lymphocytes,1,-3.8437810523306353,2.011474570588622,-3.8437810523306353,"[-1.32957402 -0.83220595 -1.27676184  0.2442623   0.13450834 -1.55134527
 -0.90783076  1.2314201  -0.5128391  -1.07846264  1.05707939  1.24950206
  1.74408537  1.15986675  1.30247597  0.6772955   0.72876872  0.65845449
 -0.44373641 -0.46294797 -0.98572035 -0.79049326 -0.26689766 -1.27446961
 -0.46022391 -0.61732185 -0.4984698   0.36064174 -0.52056534  0.63892238
  0.27149543 -0.26663517  0.99531153 -1.20580672]"
01_202036958.vsi - 20x_003,Lymphocytes,1,-2.9598197332106078,0.1339931479611966,-2.9598197332106078,"[-0.89381626 -0.93203158 -0.5325549   2.05580487 -1.39927067 -1.01479387
 -0.97922313  0.85208157  0.35189761 -0.90691205  0.84606952  0.62341445
  1.1533002   0.41281668  0.2364109   0.0646958   0.18848075  0.81625379
 -0.19301861 -0.11561701 -0.84272988 -0.80001552  0.43578022 -1.66101792
  0.52339673  0.40946588  0.72442054 -0.3250071   1.47628316 -0.14789815
  0.09324549 -0.33295488  2.19567142 -0.12102263]"
01_202036958.vsi - 20x_004,Lymphocytes,1,-2.97126572106811,1.633075387941405,-2.97126572106811,"[-1.13498529 -1.02733382 -0.71860663 -0.35958523 -1.62620736 -0.97257398
 -0.72098731  0.40105817  0.57836833  0.08165775  0.27116796  0.80828875
  1.10307465  1.05000333  0.70224263  0.71558298  0.54431198 -0.38125803
 -0.36785666 -0.62345971 -0.94095431 -0.99714582 -0.20813371 -1.30185169
 -0.65319754 -0.16560303 -0.47013992 -0.92274453 -0.6172506  -0.13908095
 -0.37331797 -0.03028038  0.76376167  0.37397016]"
01_202036958.vsi - 20x_005,Lymphocytes,1,-2.384769060100265,1.9181239191142667,-2.384769060100265,"[-0.68490479 -0.68192617 -0.2534773  -0.96343275  0.71358818 -0.82067022
 -0.90200571  0.68013504  0.39665891 -0.75621622  1.15611064  0.49737788
  1.58989772  0.92516809  1.20437703  0.34036566  0.34131582  0.46897552
 -0.21345572 -0.24967218 -0.69436461 -0.6014368  -0.61977103 -0.7529421
 -0.58086734  0.23093818  0.52151504 -0.56378648  0.07898625 -1.06435755
 -0.52897282 -1.0187419   0.72903085 -0.11916438]"
01_202037539.vsi - 20x_001,Lymphocytes,1,-2.022303161008458,0.7088147057379725,-2.022303161008458,"[-1.11146897 -0.72671204 -0.90465837  0.2442623  -1.09407995 -1.19386093
 -0.4581011   0.87612691  0.35425489 -0.43252974  0.39404636  0.46714318
  1.30743874  0.54892027  0.86762032 -0.41772646 -0.60363199 -0.84073294
  0.12778255 -0.17837641 -0.8025779  -0.53347353 -0.39579201 -0.99707122
  0.49174872 -0.12362218  0.30611087 -0.2469001  -0.1567056   0.74415736
 -1.49841088  0.14626679  0.63223688 -0.9265745 ]"
01_202037608.vsi - 20x_001,Lymphocytes,1,0.42696066360344037,-3.378858296238092,0.42696066360344037,"[ 7.11732489e-01  3.23837648e-03  7.69807250e-01  3.86734745e+00
  5.10127695e-01  3.38243293e-01  2.58919343e-01  5.61095323e-01
 -4.67662877e-01 -3.84570011e-01  3.77607401e-01 -2.22654992e-01
 -9.84489941e-01 -1.33666141e+00 -1.41940489e+00 -5.40246402e-01
 -4.51571900e-01  2.85489008e-01  1.68444316e-01  9.74213780e-01
  1.16027784e-01 -2.42242519e-01 -7.62258897e-01  3.34685300e-01
 -2.15264929e-01 -6.54985497e-01  7.86450460e-01 -4.45903245e-02
 -2.05605682e+00  2.13477121e-01  4.77749302e-01  4.04786857e-01
  9.33211420e-01  6.30530503e-02]"
01_202037608.vsi - 20x_001 (2),Lymphocytes,1,-3.141953204780081,1.4298118963263327,-3.141953204780081,"[-7.60154715e-01 -7.85201652e-01 -4.08520409e-01  1.45195735e+00
 -7.67775402e-02 -8.39119018e-01 -6.70591330e-01  6.99471714e-01
 -3.02041317e-01 -2.20377928e-03 -2.00535981e-01  1.04293662e+00
  5.76215254e-01  7.78181618e-01  1.31964560e+00  1.59619504e+00
  1.58219566e+00  7.01459012e-01 -6.75517591e-01 -8.07325079e-01
 -8.49285637e-01 -7.18848411e-01 -1.27491921e+00  1.34776438e+00
  2.52894193e+00  1.98318313e-01 -1.75924929e-01 -9.85396335e-01
  2.19602039e+00  2.02397277e+00  1.02660076e+00  1.34212900e+00
 -8.87581565e-01  5.67908867e-02]"
01_202037608.vsi - 20x_002,Lymphocytes,1,-2.1905916441736215,2.5497730459670933,-2.1905916441736215,"[-0.46659132 -0.34870348 -0.40852041 -0.35958523  0.67446116 -0.63156129
 -0.28826441  0.67686916 -0.27001626 -0.40975173  0.36045171  1.04486945
  1.70480883  0.75369125  2.0575681   0.57009055  0.64038868  1.48998112
 -0.36050962 -0.29666282 -0.65398786 -0.29210668 -0.39036469 -0.75767879
  0.10221684  0.84636884 -0.85207282 -0.25038266 -0.64579684  0.7885036
  0.08165425  0.29653552  0.50001015 -0.09664599]"
01_202037608.vsi - 20x_003,Lymphocytes,1,-2.5508469335958828,2.022033008066168,-2.5508469335958828,"[-0.56112069 -0.53456723 -0.37751179 -0.35958523 -0.42892068 -0.62550038
 -0.40315493  0.49488206 -0.2311195  -0.25836968 -0.58751848  1.04186661
  0.81084963  0.84858298  0.99997594  0.99891034  1.28380209  1.8988599
 -0.56892844 -0.50057341 -0.49493573 -0.43244548 -0.33242049 -0.67970705
 -0.75143139 -0.05162357 -0.23777331 -0.6337791  -1.03043655  0.7535052
  0.64544683 -0.43209965  0.83177732 -1.0888345 ]"
01_202037608.vsi - 20x_004,Lymphocytes,1,-3.4015261103576906,0.7604994712308243,-3.4015261103576906,"[-0.98455504 -0.7617102  -0.71860663  0.84810982 -0.2332856  -1.05049282
 -0.64000668  0.73039314 -0.83029046 -0.47838659  0.48472891  0.77760163
  0.48769973  0.41479422  0.28577426  1.35881266  1.33463109  0.47612298
 -0.59944364 -0.83254449 -0.84696339 -0.54205583 -0.91274852 -0.91103041
 -0.59850308  0.45264989  0.24837883 -0.57898386 -0.4831612  -1.42287774
 -0.01334731 -1.45183614 -1.04229358  1.07172257]"
01_202038614.vsi - 20x_001,Lymphocytes,1,-3.0511822911030753,2.585018806921443,-3.0511822911030753,"[-1.3117315  -0.82226183 -1.2147446   0.2442623  -0.64020657 -1.27957011
 -0.75788452  0.59362414 -0.38547117  0.09741757 -0.61417845  1.23902789
  1.90150502  1.59977916  1.76337511  0.64666551  0.61718793  0.19858993
 -0.34776444 -0.57187939 -0.86964684 -0.54316711 -0.42756452 -1.26456477
 -0.25153807 -0.61055263  0.01830331 -0.82926661 -0.24038987  0.39337342
  0.44364288 -0.29759084  0.19676517  0.081305  ]"
01_202039165.vsi - 20x_001,Lymphocytes,1,-2.9546331835944,1.7376249035911238,-2.9546331835944,"[-1.16688707 -0.85678978 -1.05970148 -0.35958523 -1.2271118  -1.06635057
 -0.70144152  0.42464868 -0.83851513  0.32138374 -0.45956753  1.40266689
  1.14657477  1.1441935   0.82589362  0.61603553  0.62525315 -0.03404338
 -0.38885324 -0.65066426 -0.86075753 -0.79141835 -0.0355142  -1.43517178
  0.18621098  0.96919116 -0.66582867 -0.0620365  -1.82383951  0.23765421
  0.43476916 -0.20877128 -0.06691557  0.9878753 ]"
01_202039165.vsi - 20x_002,Lymphocytes,1,-3.346302062773697,2.676907315822561,-3.346302062773697,"[-1.36700063 -0.98067165 -1.09071011 -1.56728028 -1.03147672 -1.23191005
 -0.80843966  0.49739868  0.65314735  0.05702057  0.20378721  1.57360016
  1.49476378  1.37164354  0.92147959  0.76152796  0.76509862  0.89828978
 -0.40907794 -0.50244457 -1.03343035 -0.88731274 -0.7799479  -0.99637262
 -0.43309623 -0.03092745  0.22876493  0.4728186  -0.57566294 -0.99139239
 -0.58570399 -0.57229398  0.27664319  1.31831935]"
01_202042268.vsi - 20x_001,Lymphocytes,1,-3.945706578801472,4.018917979475785,-3.945706578801472,"[-1.08086571 -1.11162731 -0.59457214  1.45195735 -1.00800051 -1.11015066
 -0.90888385  0.85536055  0.79880838 -0.62818034  0.84358629  2.29855153
  2.56382332  3.45117665  2.83641409  0.83044542  0.59233053 -0.81888586
 -0.35571757 -0.86340252 -1.09350079 -1.05955376 -1.22426893  2.70574112
  1.12248299  0.4759414  -0.41357225 -0.11243233 -0.31860123  1.8249092
 -0.76547076  1.12611605  2.13495858 -0.168264  ]"
01_202042268.vsi - 20x_001 (2),Lymphocytes,1,-4.818668078465968,6.571632758469682,-4.818668078465968,"[-1.4619255  -1.05924181 -1.15272735  0.2442623  -0.45239689 -1.42127392
 -0.98852847  0.78130807  1.2495949  -0.2208071   0.68103069  3.34212808
  2.78685995  4.86289629  3.70818101  1.71871498  1.74100464  0.86411925
 -0.68965179 -0.8105795  -1.12958002 -0.88458139 -1.06429359  1.40293653
  0.88202385  0.89518526 -0.73633313 -0.29195827 -0.28163721  0.88879583
  0.96168697  0.73246919  0.03293777 -1.01772599]"
01_202042268.vsi - 20x_001 (3),Lymphocytes,1,-2.35747201897773,7.191321810272055,-2.35747201897773,"[-0.65361602 -0.32830998 -0.5325549  -0.35958523  0.40839745 -0.70971559
 -0.12882947  0.685555    3.45485319 -0.91792405  2.14152375  2.62591338
  4.10736142  4.40346713  4.86878029  0.43991311  0.18169922 -1.12571956
 -0.17690079 -0.78998173 -0.50673978  0.0428546  -0.87904774  0.24378313
 -0.45411441 -0.12796117 -0.92300409 -0.54213237 -1.05643037 -0.06121602
  0.25328299  0.06270493  1.04541628 -0.33658894]"
01_202042268.vsi - 20x_002,Lymphocytes,1,-6.917511361336492,6.644556481965694,-6.917511361336492,"[-1.43944576 -1.38758158 -0.90465837 -0.96343275 -1.4853501  -1.70075486
 -1.5998864   1.48576396 -0.81101774 -1.37989602  1.5572785   3.69345308
  2.89689491  5.31845974  4.22441298  2.07861731  2.03858048  0.3132776
 -0.7784902  -1.11321078 -1.36296208 -1.31384717 -1.6881554   1.1838592
 -0.67576415 -0.43709075 -2.17046878 -0.49107013  1.58952914 -0.19544884
  0.56370174  0.40728065 -0.51081678 -1.02716917]"
01_202042268.vsi - 20x_003,Lymphocytes,1,-5.535033784842197,5.802351776303398,-5.535033784842197,"[-1.17720747 -1.18156682 -0.59457214 -0.35958523 -1.2349372  -1.38438351
 -1.26978862  1.23239442 -0.15778932 -1.21129854  1.96346736  3.2660526
  2.9735842   5.06268872  4.30909213  1.06782781  0.94051568  0.15872688
 -0.4579348  -0.83780359 -1.16039318 -1.08728609 -0.32891329 -1.50822615
 -0.52945336 -0.49788348  0.05192991 -0.7816926  -1.43017056  0.3816737
 -0.33483865 -1.27521937  0.66675853 -0.15658167]"
